"title","release_year","runtime_minutes","rating","box_office","director_id","country_id"
"Lilya 4-ever","2002","109",,"1007747",,
"S1m0ne","2002","117",,"19576023",,
"One Hour Photo","2002","96",,"52223306",,
"The Adventures of Pluto Nash","2002","95",,"7103973",,
"Blue Crush","2002","104",,"51842679",,
"Below","2002","105",,"2622015",,
"Oasis","2002","132",,"0",,
"Blood Work","2002","110",,"31794718",,
"FearDotCom","2002","101",,"18902015",,
"xXx","2002","124",,"277448382",,
"The Good Girl","2002","93",,"16900000",,
"Spy Kids 2: The Island of Lost Dreams","2002","100",,"119723358",,
"The Master of Disguise","2002","80",,"43400000",,
"Signs","2002","106",,"408200000",,
"Austin Powers in Goldmember","2002","94",,"296938801",,
"Hero","2002","99",,"177394432",,
"The Cat Returns","2002","75",,"54016370",,
"Stuart Little 2","2002","78",,"169956806",,
"K-19: The Widowmaker","2002","138",,"65700000",,
"Undisputed","2002","96",,"14946150",,
"Eight Legged Freaks","2002","99",,"45900000",,
"Pokémon Heroes","2002","72",,"27756381",,
"Road to Perdition","2002","117",,"181001478",,
"Devdas","2002","185",,"13311117",,
"Reign of Fire","2002","101",,"82150183",,
"The Powerpuff Girls Movie","2002","74",,"16426471",,
"Like Mike","2002","99",,"62300000",,
"Men in Black II","2002","88",,"445135288",,
"Halloween: Resurrection","2002","94",,"37664855",,
"Hey Arnold! The Movie","2002","76",,"15249308",,
"Mr. Deeds","2002","96",,"171269565",,
"Tarzan & Jane","2002","75",,"0",,
"Dahmer","2002","101",,"144008",,
"Lilo & Stitch","2002","85",,"273144151",,
"Minority Report","2002","145",,"358372926",,
"The Spanish Apartment","2002","122",,"3897799",,
"American Psycho II: All American Girl","2002","88",,"0",,
"Windtalkers","2002","134",,"77600000",,
"Scooby-Doo","2002","87",,"275650703",,
"The Bourne Identity","2002","119",,"214034224",,
"Rabbits","2002","43",,"0",,
"Bubba Ho-tep","2002","92",,"1239541",,
"Bad Company","2002","116",,"65977295",,
"Undercover Brother","2002","86",,"41604473",,
"The Sum of All Fears","2002","124",,"193921372",,
"Mike's New Car","2002","3",,"0",,
"Spirit: Stallion of the Cimarron","2002","83",,"122563539",,
"Insomnia","2002","118",,"113714830",,
"Russian Ark","2002","99",,"6723732",,
"Irreversible","2002","94",,"6500000",,
"Enough","2002","114",,"51800000",,
"Derailed","2002","88",,"297835",,
"The Importance of Being Earnest","2002","97",,"17300000",,
"Star Wars: Episode II - Attack of the Clones","2002","142",,"649398328",,
"Killing Me Softly","2002","100",,"7775138",,
"Dog Soldiers","2002","105",,"3537283",,
"The New Guy","2002","88",,"31200000",,
"Unfaithful","2002","124",,"119137784",,
"The Eye","2002","98",,"1766761",,
"Hollywood Ending","2002","112",,"14569236",,
"Spider-Man","2002","121",,"821708551",,
"Balto: Wolf Quest","2002","75",,"0",,
"Femme Fatale","2002","114",,"16800000",,
"About a Boy","2002","101",,"129000000",,
"Life or Something Like It","2002","103",,"16872671",,
"Murder by Numbers","2002","120",,"56714147",,
"My Big Fat Greek Wedding","2002","95",,"368744044",,
"The Scorpion King","2002","92",,"165333180",,
"Cube 2: Hypercube","2002","94",,"3563603",,
"Interstate 60","2002","116",,"0",,
"Frailty","2002","100",,"17400000",,
"The Sweetest Thing","2002","84",,"68696770",,
"Bend It Like Beckham","2002","112",,"76585951",,
"Dead Weight","2002","107",,"0",,
"Changing Lanes","2002","98",,"94935764",,
"High Crimes","2002","115",,"63781810",,
"Big Trouble","2002","85",,"8493890",,
"Barbershop","2002","102",,"77063924",,
"Clockstoppers","2002","94",,"38793283",,
"National Lampoon's Van Wilder","2002","92",,"39241323",,
"Death to Smoochy","2002","109",,"8400000",,
"Sympathy for Mr. Vengeance","2002","129",,"1954937",,
"Panic Room","2002","111",,"197100000",,
"The Rookie","2002","127",,"75597042",,
"Blade II","2002","117",,"155010032",,
"Sorority Boys","2002","93",,"12517488",,
"Ali G Indahouse","2002","85",,"23280529",,
"Resident Evil","2002","100",,"102984862",,
"Talk to Her","2002","112",,"64803131",,
"Showtime","2002","95",,"77885672",,
"Ice Age","2002","81",,"383257136",,
"Tom and Jerry: The Magic Ring","2002","62",,"0",,
"Cadet Kelly","2002","100",,"0",,
"The Time Machine","2002","96",,"123700000",,
"We Were Soldiers","2002","138",,"114660784",,
"The Man Without a Past","2002","97",,"921",,
"40 Days and 40 Nights","2002","94",,"95146283",,
"Shottas","2002","95",,"0",,
"Amen.","2002","132",,"0",,
"Cinderella II: Dreams Come True","2002","74",,"0",,
"Dragonfly","2002","104",,"52322400",,
"Crossroads","2002","93",,"61141030",,
"Hart's War","2002","125",,"32287044",,
"John Q","2002","116",,"102244770",,
"Return to Never Land","2002","72",,"109862682",,
"24 Hour Party People","2002","117",,"2802899",,
"The Salton Sea","2002","103",,"1073198",,
"Queen of the Damned","2002","101",,"45479110",,
"Big Fat Liar","2002","88",,"52970014",,
"Rollerball","2002","98",,"25852764",,
"The Hunchback of Notre Dame II","2002","68",,"0",,
"Heaven","2002","96",,"4251037",,
"Collateral Damage","2002","108",,"78382433",,
"8 Women","2002","111",,"42400000",,
"Rabbit-Proof Fence","2002","94",,"16200000",,
"Voices of a Distant Star","2002","25",,"0",,
"Asterix & Obelix: Mission Cleopatra","2002","108",,"131116046",,
"Kung Pow: Enter the Fist","2002","81",,"17000000",,
"A Walk to Remember","2002","101",,"47494916",,
"Bloody Sunday","2002","107",,"773228",,
"The Mothman Prophecies","2002","119",,"55305279",,
"The Count of Monte Cristo","2002","131",,"75395048",,
"Dark Water","2002","101",,"1686839",,
"Snow Dogs","2002","99",,"81000000",,
"Narc","2002","105",,"12633747",,
"Bad Guy","2002","103",,"62100",,
"Orange County","2002","82",,"43300000",,
"D-Tox","2002","96",,"6632383",,
"I Am Sam","2001","132",,"92542418",,
"Black Hawk Down","2001","145",,"172989651",,
"Mean Machine","2001","99",,"7310206",,
"Gosford Park","2001","137",,"87754044",,
"Monster's Ball","2001","113",,"44900000",,
"Kate & Leopold","2001","118",,"76019048",,
"Ichi the Killer","2001","129",,"80631",,
"Merry Christmas","2001","98",,"0",,
"The Majestic","2001","152",,"37317673",,
"How High","2001","93",,"31200000",,
"The Shipping News","2001","111",,"24690441",,
"The Lord of the Rings: The Fellowship of the Ring","2001","179",,"871368364",,
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack","2001","105",,"20000000",,
"Jimmy Neutron: Boy Genius","2001","82",,"80936232",,
"Kabhi Khushi Kabhie Gham","2001","209",,"0",,
"Vanilla Sky","2001","136",,"203388341",,
"A Beautiful Mind","2001","135",,"316791257",,
"The Three Kings","2001","102",,"0",,
"Ali","2001","157",,"87812729",,
"Not Another Teen Movie","2001","89",,"66468332",,
"The 51st State","2001","93",,"12881605",,
"Ocean's Eleven","2001","116",,"450717150",,
"Beethoven's 4th","2001","93",,"0",,
"Impostor","2001","102",,"8694320",,
"Behind Enemy Lines","2001","106",,"91753202",,
"Knockaround Guys","2001","92",,"12806614",,
"In the Bedroom","2001","130",,"44800000",,
"Black Knight","2001","95",,"33422806",,
"Tanguy","2001","108",,"24272365",,
"Spy Game","2001","126",,"143049560",,
"Harry Potter and the Philosopher's Stone","2001","152",,"976475550",,
"Jason X","2001","91",,"16951798",,
"Heist","2001","107",,"28500000",,
"Mickey's Magical Christmas: Snowed in at the House of Mouse","2001","61",,"0",,
"The One","2001","87",,"72689126",,
"Shallow Hal","2001","114",,"141069860",,
"Monsters, Inc.","2001","92",,"579700000",,
"Wasabi","2001","94",,"10366360",,
"Suicide Club","2001","99",,"0",,
"Domestic Disturbance","2001","89",,"54300000",,
"The Man Who Wasn't There","2001","116",,"18900000",,
"Thir13en Ghosts","2001","91",,"68467960",,
"K-PAX","2001","120",,"50315140",,
"Life as a House","2001","125",,"23903791",,
"Riding in Cars with Boys","2001","132",,"35700000",,
"Waking Life","2001","101",,"3176880",,
"The Last Castle","2001","131",,"27642707",,
"Read My Lips","2001","115",,"0",,
"Halloweentown II: Kalabar's Revenge","2001","81",,"0",,
"Dagon","2001","95",,"0",,
"Bandits","2001","123",,"67631903",,
"Scooby-Doo! and the Cyber Chase","2001","73",,"0",,
"All About Lily Chou-Chou","2001","146",,"6776921",,
"Joy Ride","2001","97",,"36642838",,
"Serendipity","2001","90",,"77516304",,
"The Royal Tenenbaums","2001","110",,"71441250",,
"Training Day","2001","122",,"104900000",,
"Tremors 3: Back to Perfection","2001","104",,"0",,
"Barbie in the Nutcracker","2001","77",,"0",,
"Don't Say a Word","2001","113",,"100020092",,
"Hearts in Atlantis","2001","101",,"24185781",,
"Zoolander","2001","89",,"60780981",,
"Vidocq","2001","98",,"13240767",,
"Hardball","2001","106",,"40222729",,
"The Glass House","2001","107",,"23619609",,
"Human Nature","2001","96",,"1600000",,
"Prozac Nation","2001","95",,"0",,
"Birthday Girl","2001","93",,"16171098",,
"The Piano Teacher","2001","131",,"6766708",,
"Rock Star","2001","105",,"19334145",,
"Cowboy Bebop: The Movie","2001","115",,"0",,
"One Man Up","2001","100",,"0",,
"O","2001","95",,"16017403",,
"Ghosts of Mars","2001","98",,"14010832",,
"Bubble Boy","2001","84",,"5007209",,
"Sex and Lucía","2001","128",,"7640680",,
"The Believer","2001","98",,"1309316",,
"Jay and Silent Bob Strike Back","2001","104",,"33788161",,
"Pokémon: Mewtwo Returns","2001","63",,"0",,
"American Outlaws","2001","94",,"13678913",,
"Rat Race","2001","112",,"85498534",,
"Osmosis Jones","2001","95",,"13596911",,
"Session 9","2001","100",,"1612259",,
"The Curse of the Jade Scorpion","2001","103",,"18914307",,
"American Pie 2","2001","108",,"287553595",,
"The Princess Diaries","2001","115",,"165335153",,
"Rush Hour 2","2001","90",,"347325802",,
"The Others","2001","104",,"210002906",,
"My Sassy Girl","2001","137",,"32000000",,
"Wet Hot American Summer","2001","97",,"295206",,
"Planet of the Apes","2001","120",,"362211740",,
"Dil Chahta Hai","2001","183",,"4099000",,
"Hedwig and the Angry Inch","2001","95",,"3660081",,
"Ghost World","2001","111",,"8800000",,
"Spirited Away","2001","125",,"274925095",,
"Jurassic Park III","2001","92",,"368780809",,
"America's Sweethearts","2001","102",,"138191428",,
"The Score","2001","124",,"113579918",,
"Legally Blonde","2001","96",,"141778365",,
"Manitou's Shoe","2001","85",,"75675074",,
"Pokémon 4Ever","2001","80",,"40807089",,
"Kiss of the Dragon","2001","98",,"64437847",,
"Shaolin Soccer","2001","113",,"42776760",,
"Cats & Dogs","2001","87",,"93375151",,
"Scary Movie 2","2001","82",,"141220678",,
"Final Fantasy: The Spirits Within","2001","106",,"85131830",,
"Jeepers Creepers","2001","90",,"59217789",,
"Crazy/Beautiful","2001","99",,"16929123",,
"A.I. Artificial Intelligence","2001","146",,"235926552",,
"Baby Boy","2001","130",,"29381649",,
"Dr. Dolittle 2","2001","87",,"176100000",,
"The Fast and the Furious","2001","106",,"207283925",,
"Lagaan: Once Upon a Time in India","2001","224",,"8100000",,
"Bully","2001","113",,"480811",,
"Lara Croft: Tomb Raider","2001","100",,"274703340",,
"Swordfish","2001","99",,"147080413",,
"Evolution","2001","101",,"98376292",,
"Y Tu Mamá También","2001","106",,"33600000",,
"Mulholland Drive","2001","147",,"20289986",,
"Atlantis: The Lost Empire","2001","95",,"186053725",,
"Star","2001","9",,"0",,
"The Animal","2001","83",,"84772742",,
"What's the Worst That Could Happen?","2001","94",,"38400000",,
"Metropolis","2001","107",,"4035384",,
"Pearl Harbor","2001","183",,"449220945",,
"Conspiracy","2001","96",,"0",,
"Angel Eyes","2001","102",,"29700000",,
"Moulin Rouge!","2001","128",,"179213434",,
"Shrek","2001","90",,"488628188",,
"No Man's Land","2001","98",,"4858869",,
"Replicant","2001","100",,"894844",,
"A Knight's Tale","2001","133",,"117487473",,
"Original Sin","2001","116",,"35402320",,
"The Order","2001","89",,"0",,
"The Mummy Returns","2001","130",,"443280904",,
"Driven","2001","116",,"54744738",,
"Amélie","2001","122",,"173921954",,
"Freddy Got Fingered","2001","87",,"14343028",,
"The Devil's Backbone","2001","108",,"6582065",,
"The Hole","2001","102",,"7819851",,
"One Night at McCool's","2001","93",,"13500000",,
"Captain Corelli's Mandolin","2001","131",,"62112895",,
"Bridget Jones's Diary","2001","97",,"281929795",,
"Crocodile Dundee in Los Angeles","2001","95",,"39438674",,
"Joe Dirt","2001","91",,"30987695",,
"Just Visiting","2001","88",,"16200000",,
"Josie and the Pussycats","2001","98",,"14866444",,
"Along Came a Spider","2001","104",,"105200000",,
"Yamakasi","2001","90",,"1297401",,
"Blow","2001","124",,"83300000",,
"Someone Like You...","2001","97",,"38689940",,
"Tomcats","2001","95",,"23400000",,
"La Tour Montparnasse Infernale","2001","92",,"0",,
"Heartbreakers","2001","123",,"57800000",,
"Spy Kids","2001","88",,"147934180",,
"Visitor Q","2001","84",,"0",,
"His Secret Life","2001","106",,"500930",,
"Exit Wounds","2001","101",,"79958599",,
"Ginger Snaps","2001","108",,"0",,
"The Son's Room","2001","99",,"0",,
"Get Over It","2001","87",,"19900366",,
"The Experiment","2001","120",,"13782896",,
"One Piece: Clockwork Island Adventure","2001","60",,"0",,
"The Mexican","2001","123",,"147845033",,
"15 Minutes","2001","120",,"56359980",,
"Enemy at the Gates","2001","131",,"96976270",,
"Monkeybone","2001","93",,"5409517",,
"3000 Miles to Graceland","2001","125",,"18720175",,
"Lady and the Tramp II: Scamp's Adventure","2001","69",,"0",,
"Recess: School's Out","2001","82",,"44460850",,
"Down to Earth","2001","87",,"71186502",,
"Sweet November","2001","119",,"65754228",,
"Super Troopers","2001","103",,"23182223",,
"The Tailor of Panama","2001","109",,"28000000",,
"Saving Silverman","2001","90",,"19351569",,
"Hannibal","2001","131",,"351692268",,
"From Hell","2001","122",,"74558115",,
"Would I Lie to You? 2","2001","105",,"42700000",,
"Pulse","2001","119",,"318451",,
"Valentine","2001","96",,"16300000",,
"Werckmeister Harmonies","2001","139",,"64974",,
"The Last Kiss","2001","115",,"0",,
"Brotherhood of the Wolf","2001","151",,"70800000",,
"The Wedding Planner","2001","103",,"94700000",,
"Sugar & Spice","2001","81",,"13276953",,
"Enigma","2001","119",,"15705007",,
"Lost and Delirious","2001","103",,"0",,
"Intimacy","2001","119",,"2672527",,
"Avalon","2001","107",,"8826094",,
"The Pledge","2001","123",,"29419291",,
"Donnie Darko","2001","114",,"7500000",,
"The Accidental Spy","2001","107",,"790144",,
"The Closet","2001","84",,"0",,
"Save the Last Dance","2001","113",,"131706809",,
"Antitrust","2001","108",,"18200000",,
"Traffic","2000","147",,"207500000",,
"Thirteen Days","2000","145",,"34566746",,
"Body Guards","2000","94",,"12963702",,
"Dracula 2000","2000","98",,"47053625",,
"Cast Away","2000","143",,"429632142",,
"Miss Congeniality","2000","111",,"212000000",,
"Chocolat","2000","121",,"152500000",,
"Finding Forrester","2000","136",,"80100000",,
"Battle Royale","2000","113",,"30600000",,
"Ask Me If I'm Happy","2000","100",,"0",,
"The Emperor's New Groove","2000","78",,"169327687",,
"Dude, Where's My Car?","2000","83",,"73180723",,
"What Women Want","2000","127",,"374100000",,
"Brother","2000","114",,"15250000",,
"Batman Beyond: Return of the Joker","2000","77",,"0",,
"The Family Man","2000","125",,"124700000",,
"Proof of Life","2000","135",,"62761005",,
"Dungeons & Dragons","2000","107",,"15185241",,
"Vertical Limit","2000","124",,"215663859",,
"The Land Before Time VII: The Stone of Cold Fire","2000","75",,"0",,
"Quills","2000","124",,"17989227",,
"Unbreakable","2000","106",,"248118121",,
"Blood The Last Vampire","2000","48",,"0",,
"Rugrats in Paris: The Movie","2000","78",,"103291131",,
"You Can Count on Me","2000","111",,"11200000",,
"How the Grinch Stole Christmas","2000","104",,"345800000",,
"The 6th Day","2000","123",,"96085477",,
"Code Unknown","2000","118",,"95242",,
"Bounce","2000","107",,"36779296",,
"Little Nicky","2000","90",,"58292295",,
"Red Planet","2000","106",,"33463969",,
"Cruel Intentions 2","2000","87",,"0",,
"For the Birds","2000","4",,"0",,
"The Legend of Bagger Vance","2000","126",,"39459427",,
"Charlie's Angels","2000","98",,"264105545",,
"Hellraiser: Inferno","2000","100",,"0",,
"2001: A Space Travesty","2000","99",,"270813",,
"The Little Vampire","2000","95",,"27965865",,
"Book of Shadows: Blair Witch 2","2000","90",,"47737094",,
"Mohabbatein","2000","216",,"20000000",,
"Pay It Forward","2000","122",,"55707411",,
"Bedazzled","2000","93",,"90383208",,
"Shriek If You Know What I Did Last Friday the Thirteenth","2000","86",,"0",,
"The Contender","2000","126",,"22428990",,
"Memento","2000","113",,"40047236",,
"102 Dalmatians","2000","100",,"183611771",,
"Songs from the Second Floor","2000","99",,"80334",,
"Digimon: The Movie","2000","89",,"16600000",,
"Help! I'm a Fish","2000","80",,"5600000",,
"Tigerland","2000","101",,"148701",,
"Get Carter","2000","102",,"19412993",,
"Meet the Parents","2000","108",,"330444045",,
"Requiem for a Dream","2000","102",,"7390108",,
"Scooby-Doo and the Alien Invaders","2000","74",,"0",,
"Best in Show","2000","90",,"0",,
"Common Wealth","2000","109",,"0",,
"Remember the Titans","2000","113",,"136700000",,
"In the Mood for Love","2000","98",,"15867968",,
"Billy Elliot","2000","110",,"109280263",,
"The Crimson Rivers","2000","106",,"0",,
"Urban Legends: Final Cut","2000","98",,"38574362",,
"Yi Yi","2000","174",,"0",,
"A Dog's Will","2000","104",,"4903192",,
"Almost Famous","2000","124",,"47386287",,
"Men of Honor","2000","129",,"82300000",,
"Sexy Beast","2000","89",,"0",,
"Dr. T & the Women","2000","122",,"22844291",,
"Joint Security Area","2000","108",,"0",,
"The Watcher","2000","96",,"0",,
"The Way of the Gun","2000","119",,"19125401",,
"Pollock","2000","132",,"10994533",,
"Before Night Falls","2000","134",,"8524534",,
"One Hundred Steps","2000","114",,"1805884",,
"Highlander: Endgame","2000","87",,"15843608",,
"100 Girls","2000","94",,"0",,
"Snatch","2000","103",,"83557872",,
"Dancer in the Dark","2000","140",,"40061153",,
"Nine Queens","2000","114",,"12413888",,
"Shadow of the Vampire","2000","95",,"8279017",,
"Nurse Betty","2000","108",,"29364989",,
"O Brother, Where Art Thou?","2000","107",,"71900000",,
"The Man Who Cried","2000","96",,"1800000",,
"State and Main","2000","106",,"9206279",,
"Vampire Hunter D: Bloodlust","2000","103",,"151086",,
"Cherry Falls","2000","92",,"0",,
"The Art of War","2000","117",,"30199105",,
"Bring It On","2000","98",,"90449929",,
"Together","2000","106",,"0",,
"Under Suspicion","2000","110",,"1308242",,
"The Cell","2000","107",,"104155843",,
"With a Friend Like Harry...","2000","117",,"3818452",,
"Autumn in New York","2000","103",,"90726668",,
"The Replacements","2000","118",,"50054511",,
"Bless the Child","2000","107",,"40443010",,
"Buzz Lightyear of Star Command: The Adventure Begins","2000","70",,"0",,
"DragonHeart: A New Beginning","2000","84",,"0",,
"Hollow Man","2000","112",,"190213455",,
"Space Cowboys","2000","130",,"128900000",,
"Cecil B. Demented","2000","88",,"1961544",,
"Coyote Ugly","2000","100",,"113900000",,
"Nutty Professor II: The Klumps","2000","107",,"123307945",,
"Beethoven's 3rd","2000","99",,"0",,
"Loser","2000","95",,"0",,
"What Lies Beneath","2000","130",,"291420351",,
"X-Men","2000","104",,"296339527",,
"Pokémon 3: The Movie","2000","74",,"68452128",,
"But I'm a Cheerleader","2000","85",,"2600000",,
"Scary Movie","2000","88",,"278019771",,
"The Kid","2000","104",,"110317580",,
"Crouching Tiger, Hidden Dragon","2000","120",,"213978518",,
"The Adventures of Rocky & Bullwinkle","2000","92",,"35100000",,
"The Perfect Storm","2000","130",,"328718434",,
"Baise-moi","2000","77",,"940944",,
"The Patriot","2000","165",,"215294342",,
"Chicken Run","2000","84",,"224834564",,
"Me, Myself & Irene","2000","116",,"149270999",,
"Chopper","2000","94",,"236185",,
"Boys and Girls","2000","94",,"20627372",,
"Titan A.E.","2000","94",,"36754634",,
"Amores Perros","2000","154",,"20908467",,
"Shaft","2000","99",,"107626125",,
"Gone in Sixty Seconds","2000","118",,"237200000",,
"Big Momma's House","2000","98",,"173959438",,
"Shanghai Noon","2000","110",,"99274467",,
"Mission: Impossible II","2000","123",,"546388108",,
"Small Time Crooks","2000","94",,"29934477",,
"Dinosaur","2000","82",,"354248063",,
"Road Trip","2000","93",,"119754278",,
"Our Lips Are Sealed","2000","89",,"0",,
"Center Stage","2000","115",,"26400000",,
"Battlefield Earth","2000","117",,"29725663",,
"Brother 2","2000","122",,"1080000",,
"Gladiator","2000","155",,"465516248",,
"Beau Travail","2000","93",,"0",,
"Frequency","2000","118",,"68106245",,
"The Flintstones in Viva Rock Vegas","2000","90",,"59468275",,
"The Yards","2000","115",,"889352",,
"Where the Heart Is","2000","120",,"33800000",,
"The Isle","2000","90",,"24963",,
"Gossip","2000","90",,"5108820",,
"Love & Basketball","2000","124",,"27728118",,
"The Virgin Suicides","2000","97",,"10409377",,
"U-571","2000","116",,"127700000",,
"Keeping the Faith","2000","127",,"59945183",,
"American Psycho","2000","102",,"34300000",,
"Rules of Engagement","2000","128",,"71000000",,
"Return to Me","2000","115",,"36600000",,
"28 Days","2000","103",,"62198945",,
"Hera Pheri","2000","156",,"4755000",,
"Whatever It Takes","2000","94",,"9902115",,
"The Skulls","2000","106",,"50802120",,
"The Road to El Dorado","2000","89",,"76400000",,
"Taxi 2","2000","82",,"64433844",,
"Romeo Must Die","2000","115",,"91036760",,
"Final Destination","2000","98",,"112880294",,
"Erin Brockovich","2000","131",,"256271286",,
"High Fidelity","2000","113",,"47100000",,
"Malena","2000","109",,"14493284",,
"The Gift","2000","112",,"12008642",,
"Mission to Mars","2000","114",,"110983407",,
"Life-Size","2000","85",,"0",,
"One Piece: The Movie","2000","51",,"0",,
"Audition","2000","115",,"359853",,
"Bread and Tulips","2000","114",,"8500000",,
"The Taste of Others","2000","112",,"0",,
"An Extremely Goofy Movie","2000","79",,"0",,
"Reindeer Games","2000","104",,"32168970",,
"Wonder Boys","2000","111",,"33426588",,
"Barking Dogs Never Bite","2000","110",,"0",,
"Boiler Room","2000","118",,"28780255",,
"Pitch Black","2000","108",,"53187659",,
"The Whole Nine Yards","2000","98",,"106371651",,
"Ju-on: The Curse","2000","70",,"0",,
"The Tigger Movie","2000","77",,"45554533",,
"The Million Dollar Hotel","2000","122",,"105983",,
"Scream 3","2000","116",,"161834276",,
"The Beach","2000","119",,"144056873",,
"Anatomy","2000","103",,"0",,
"Cheeky","2000","91",,"0",,
"Saving Grace","2000","93",,"26330482",,
"The Little Mermaid II: Return to the Sea","2000","75",,"0",,
"The Crow: Salvation","2000","101",,"0",,
"Ring 0","2000","99",,"11918069",,
"From Dusk Till Dawn 3: The Hangman's Daughter","2000","94",,"9617",,
"Supernova","2000","91",,"14828081",,
"My Dog Skip","2000","95",,"35547761",,
"Next Friday","2000","98",,"59827328",,
"Fantasia 2000","2000","74",,"60655420",,
"Peppermint Candy","2000","131",,"0",,
"Titus","2099","162",,"2259680",,
"Angela's Ashes","2099","145",,"13042112",,
"The Talented Mr. Ripley","2099","140",,"128798265",,
"Galaxy Quest","2099","101",,"90683916",,
"Fantozzi 2000 - The Cloning","2099","94",,"0",,
"Any Given Sunday","2099","163",,"100230832",,
"Man on the Moon","2099","118",,"47434430",,
"Girl, Interrupted","2099","127",,"48350205",,
"A Fish in Love","2099","86",,"0",,
"Christmas Vacation 2000","2099","110",,"0",,
"Stuart Little","2099","84",,"300135367",,
"Bicentennial Man","2099","131",,"87423861",,
"The Cider House Rules","2099","126",,"88500000",,
"Magnolia","2099","189",,"48500000",,
"Anna and the King","2099","148",,"113996937",,
"Godzilla 2000: Millennium","2099","107",,"25000000",,
"Deuce Bigalow: Male Gigolo","2099","88",,"92938755",,
"The Green Mile","2099","189",,"286801374",,
"K-911","2099","91",,"0",,
"The End of the Affair","2099","102",,"10827816",,
"Sweet and Lowdown","2099","95",,"4525794",,
"Flawless","2099","112",,"4488529",,
"End of Days","2099","122",,"212000000",,
"Sleepy Hollow","2099","105",,"206071526",,
"The World Is Not Enough","2099","128",,"361832400",,
"The Big Kahuna","2099","90",,"3728888",,
"Jin-Roh: The Wolf Brigade","2099","102",,"94072",,
"Anywhere but Here","2099","114",,"18653615",,
"Mansfield Park","2099","112",,"0",,
"Passport to Paris","2099","87",,"0",,
"American Movie","2099","107",,"0",,
"The Bachelor","2099","101",,"36911617",,
"The Bone Collector","2099","118",,"151493655",,
"Mickey's Once Upon a Christmas","2099","66",,"0",,
"Toy Story 2","2099","92",,"497375381",,
"House on Haunted Hill","2099","93",,"40846082",,
"Being John Malkovich","2099","113",,"22863596",,
"The Insider","2099","158",,"60300000",,
"The Messenger: The Story of Joan of Arc","2099","158",,"66976317",,
"Three to Tango","2099","98",,"0",,
"Bringing Out the Dead","2099","121",,"16797191",,
"Fight Club","2099","139",,"100853753",,
"The Straight Story","2099","112",,"6418028",,
"The Story of Us","2099","96",,"58900031",,
"Superstar","2099","82",,"30636478",,
"Random Hearts","2099","133",,"74608570",,
"The Limey","2099","89",,"3204663",,
"Ghost Dog: The Way of the Samurai","2099","116",,"9392768",,
"Scooby-Doo! and the Witch's Ghost","2099","70",,"0",,
"Dogma","2099","130",,"33535478",,
"Tifosi","2099","119",,"0",,
"Mystery, Alaska","2099","119",,"8891623",,
"Drive Me Crazy","2099","91",,"22593409",,
"Rosetta","2099","95",,"266665",,
"Three Kings","2099","114",,"108000000",,
"Inferno","2099","95",,"0",,
"Double Jeopardy","2099","105",,"177841558",,
"Blue Streak","2099","93",,"117758500",,
"The Hurricane","2099","146",,"73956241",,
"For Love of the Game","2099","138",,"46112640",,
"Jakob the Liar","2099","120",,"4956701",,
"American Beauty","2099","122",,"356296601",,
"Stir of Echoes","2099","99",,"21142914",,
"In China They Eat Dogs","2099","91",,"0",,
"Stigmata","2099","103",,"50041732",,
"Boys Don't Cry","2099","118",,"11540607",,
"The Astronaut's Wife","2099","109",,"19598588",,
"The Ninth Gate","2099","133",,"58401898",,
"Mickey Blue Eyes","2099","102",,"54264342",,
"Brokedown Palace","2099","100",,"10115013",,
"Detroit Rock City","2099","95",,"4217115",,
"The 13th Warrior","2099","102",,"61698899",,
"Bowfinger","2099","97",,"98625775",,
"Teaching Mrs. Tingle","2099","96",,"8946237",,
"The Iron Giant","2099","86",,"23300000",,
"Mystery Men","2099","121",,"29762011",,
"The Thomas Crown Affair","2099","113",,"124305181",,
"The Sixth Sense","2099","107",,"672800000",,
"Universal Soldier: The Return","2099","82",,"10667893",,
"Dick","2099","94",,"27500000",,
"Runaway Bride","2099","116",,"309500000",,
"Deep Blue Sea","2099","105",,"164648231",,
"The Haunting","2099","113",,"177311151",,
"Drop Dead Gorgeous","2099","98",,"10571408",,
"Inspector Gadget","2099","78",,"134403112",,
"My Neighbors the Yamadas","2099","104",,"0",,
"Pokémon the Movie 2000","2099","84",,"133949270",,
"Eyes Wide Shut","2099","159",,"162100000",,
"Lake Placid","2099","82",,"56870414",,
"Muppets from Space","2099","88",,"22300000",,
"The Blair Witch Project","2099","81",,"248639099",,
"Candyman: Day of the Dead","2099","93",,"0",,
"American Pie","2099","95",,"235483004",,
"Wild Wild West","2099","106",,"222104681",,
"Summer of Sam","2099","142",,"19288130",,
"Big Daddy","2099","93",,"234801895",,
"South Park: Bigger, Longer & Uncut","2099","81",,"83137864",,
"Pirates of Silicon Valley","2099","97",,"0",,
"Tarzan","2099","88",,"448200000",,
"The General's Daughter","2099","116",,"149700000",,
"Austin Powers: The Spy Who Shagged Me","2099","95",,"312016928",,
"Resurrection","2099","108",,"0",,
"Kikujiro","2099","121",,"0",,
"Instinct","2099","124",,"34105207",,
"Buena Vista Social Club","2099","105",,"0",,
"Human Traffic","2099","99",,"4000000",,
"Notting Hill","2099","124",,"363889678",,
"A Midsummer Night's Dream","2099","116",,"16071990",,
